16.921, -20.01
16.824, -20.318
16.731, -20.603
16.638, -20.888
16.545, -21.173
16.452, -21.458
16.355, -21.753
16.262, -22.038
16.169, -22.323
16.076, -22.608
15.983, -22.894
15.89, -23.179
15.797, -23.464
15.698, -23.763
15.588, -24.1
15.474, -24.458
15.361, -24.8
15.276, -24.396
15.391, -24.038
15.501, -23.701
16.626, -20.256
16.533, -20.541
16.44, -20.826
16.347, -21.111
16.254, -21.397
16.158, -21.691
16.065, -21.976
15.972, -22.261
15.879, -22.546
15.786, -22.831
15.693, -23.116
15.599, -23.402
16.724, -19.948
15.078, -24.334
15.193, -23.976
15.303, -23.639
16.428, -20.194
16.335, -20.479
16.242, -20.764
16.149, -21.049
16.056, -21.335
15.96, -21.629
15.867, -21.914
15.774, -22.199
15.681, -22.484
15.588, -22.77
15.495, -23.055
15.402, -23.34
16.526, -19.886
14.88, -24.272
14.995, -23.914
15.105, -23.577
16.23, -20.132
16.137, -20.417
16.044, -20.702
15.951, -20.987
15.858, -21.272
15.762, -21.567
15.669, -21.852
15.576, -22.137
15.483, -22.423
15.39, -22.708
15.297, -22.993
15.204, -23.278
16.328, -19.824
14.682, -24.21
14.797, -23.852
14.907, -23.515
16.033, -20.07
15.94, -20.355
15.847, -20.64
15.753, -20.925
15.66, -21.21
15.564, -21.505
15.471, -21.79
15.378, -22.075
15.285, -22.36
15.192, -22.646
15.099, -22.931
15.006, -23.216
16.13, -19.762
14.485, -24.148
14.599, -23.79
14.709, -23.453
15.835, -20.008
15.742, -20.293
15.649, -20.578
15.556, -20.863
15.463, -21.148
15.366, -21.443
15.273, -21.728
15.18, -22.013
15.087, -22.298
14.994, -22.584
14.901, -22.869
14.808, -23.154
15.932, -19.7
14.447, -23.743
14.557, -23.405
15.682, -19.961
15.589, -20.246
15.496, -20.531
15.403, -20.816
15.31, -21.101
15.214, -21.396
15.121, -21.681
15.028, -21.966
14.935, -22.251
14.842, -22.536
14.749, -22.821
14.655, -23.106
15.78, -19.653
14.249, -23.681
14.359, -23.343
15.484, -19.898
15.391, -20.184
15.298, -20.469
15.205, -20.754
15.112, -21.039
15.016, -21.334
14.923, -21.619
14.83, -21.904
14.737, -22.189
14.644, -22.474
14.551, -22.759
14.458, -23.044
15.582, -19.591
14.02, -23.609
14.13, -23.272
15.255, -19.827
15.162, -20.112
15.069, -20.397
14.976, -20.682
14.883, -20.967
14.787, -21.262
14.694, -21.547
14.601, -21.832
14.508, -22.118
14.415, -22.403
14.322, -22.688
14.229, -22.973
13.822, -23.547
13.932, -23.21
15.058, -19.765
14.965, -20.05
14.871, -20.335
14.779, -20.62
14.685, -20.905
14.589, -21.2
14.496, -21.485
14.403, -21.77
14.31, -22.056
14.217, -22.341
14.124, -22.626
14.031, -22.911
13.624, -23.485
13.734, -23.148
14.86, -19.703
14.767, -19.988
14.674, -20.273
14.581, -20.558
14.488, -20.843
14.391, -21.138
14.298, -21.423
14.205, -21.708
14.112, -21.994
14.019, -22.279
13.926, -22.564
13.833, -22.849
13.427, -23.423
13.537, -23.086
14.662, -19.641
14.569, -19.926
14.476, -20.211
14.383, -20.496
14.29, -20.782
14.194, -21.076
14.101, -21.361
14.008, -21.646
13.915, -21.932
13.822, -22.217
13.729, -22.502
13.636, -22.787
13.229, -23.361
13.339, -23.023
14.464, -19.579
14.371, -19.864
14.278, -20.149
14.185, -20.434
14.092, -20.719
13.996, -21.014
13.903, -21.299
13.81, -21.584
13.717, -21.87
13.624, -22.155
13.531, -22.44
13.438, -22.725
13.031, -23.299
13.141, -22.962
14.266, -19.517
14.173, -19.802
14.08, -20.087
13.987, -20.372
13.894, -20.658
13.798, -20.952
13.705, -21.237
13.612, -21.522
13.519, -21.807
13.426, -22.093
13.333, -22.378
13.24, -22.663
12.988, -22.914
14.114, -19.469
